"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"1678","Fairview Nursing Care Center Inc","NH","Residential Health Care Facility - SNF","01/01/1991","69-70 Grand Central Parkway",,"Forest Hills","New York","11375","7182634600",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"7003375N","Fairview Nursing Care Center Inc","69-70 Grand Central Parkway",,"Forest Hills","New York","11375",,,,,"New York",,"Business Corporation","40.724815","-73.838074","(40.724815, -73.838074)"
"13582","Leroy Manor Home Care","LHCSA","Licensed Home Care Services Agency","01/08/2016","8678 Lake Street Road",,"Leroy","New York","14482","5857686291",,,"18","Genesee","1","Western Regional Office - Buffalo",,,"2597L001","Leroy Manor Home Care, Llc","8678 Lake Street Road",,"Leroy","New York","14482",,,,,"New York",,"LLC","42.993315","-77.989374","(42.993315, -77.989374)"
"13452","Behr'S Homecare, Llc","LHCSA","Licensed Home Care Services Agency","01/10/2017","18 Hughes Lane",,"New Hartford","New York","13413","3158772610",,,"32","Oneida","3","Central New York Regional Office",,,"2354L001","Behr'S Homecare, Llc","18 Hughes Lane",,"New Hartford","New York","13413",,,,,"New York",,"LLC","43.046947","-75.283677","(43.046947, -75.283677)"
"12849","Infusion Healthcare, Llc","LHCSA","Licensed Home Care Services Agency","03/29/2005","178 Industrial Loop",,"Staten Island","New York","10309-1113","7182277829","7182277830",,"7097","Richmond","5","Metropolitan Area Regional Office - New York City",,,"1319L001","Infusion Healthcare, Llc","317 Nassau Boulevard",,"Garden City South","New York","11530-5313",,,,,"New York",,"LLC","40.550578","-74.231294","(40.550578, -74.231294)"
"6547","APICHA Community Health Center","DTC","Diagnostic and Treatment Center","04/02/2003","400 Broadway - 4th Floor",,"New York","New York","10013","2123347940",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7002173R","APICHA Community Health Center","150 Lafayette Street-6th Floor",,"New York","New York","10013",,,,,"New York",,"Not for Profit Corporation","40.718651","-74.002434","(40.718651, -74.002434)"
"15227","Hometown Health Centers Dental at State Street","DTC-EC","Diagnostic and Treatment Center Extension Clinic","08/04/2021","1108 State Street",,"Schenectady","New York","12304","5186883432",,,"46","Schenectady","4","Capital District Regional Office","Hometown Health Centers","834","4601203R","Schenectady Family Health Services Inc","700 Craig Street",,"Schenectady","New York","12307",,,,,"New York",,"Not for Profit Corporation","42.80036","-73.92749","(42.80036, -73.92749)"
"4606","PS 1","HOSP-SB","School Based Hospital Extension Clinic","07/01/1992","309 47th Street",,"Brooklyn","New York","11220","7186307300",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","NYU Langone Hospitals","1463","7002053H","NYU Langone Hospitals","550 First Avenue",,"New York","New York","10016",,,,,"New York",,"Not for Profit Corporation","40.649162","-74.012375","(40.649162, -74.012375)"
"6211","Yorktown Artificial Kidney Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","09/01/2001","2649 Strong Blvd",,"Yorktown Heights","New York","10598","9149624005",,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","Westchester Artificial Kidney Center-DCI","1140","5957203R","Dialysis Clinic, Inc","1633 Church Street, Suite 500",,"Nashville","New York","37203",,,,,"New York",,"Not for Profit Corporation","41.294334","-73.819084","(41.294334, -73.819084)"
"6930","Oak Orchard Community Health Center School Mobile Dental Van",,"School Based Diagnostic and Treatment Center Extension Clinic","09/28/2005","300 West Avenue",,"Brockport","New York","14220",,,,"27","Monroe","2","Western Regional Office - Rochester","Oak Orchard Community Health Center","428","2701221R","Oak Orchard Community Health Center Inc","80 West Main Street",,"Brockport","New York","14420",,,,,"New York",,"Not for Profit Corporation","43.220085","-77.950653","(43.220085, -77.950653)"
"15280","P256Q@P043Q","HOSP-SB","School Based Hospital Extension Clinic","02/01/2022","160 Beach 29th Street",,"Far Rockaway","New York","11691","7183308526",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","NYU Langone Hospitals","1463","7002053H","NYU Langone Hospitals","550 First Avenue",,"New York","New York","10016",,,,,"New York",,"Not for Profit Corporation","40.59372","-73.76152","(40.59372, -73.76152)"
"12817","Real Care, Inc.","LHCSA","Licensed Home Care Services Agency","06/15/2006","2625 East 14th Street","Suite 220","Brooklyn","New York","11235","7186450998","7186450094",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1231L001","Real Care, Inc.","2625 East 14th Street","Suite 220","Brooklyn","New York","11235",,,,,"New York",,"Business Corporation","40.587282","-73.955066","(40.587282, -73.955066)"
"4798","Community Medical and Dental Care, Inc.","DTC","Diagnostic and Treatment Center","07/10/1996","40 Robert Pitt Drive",,"Monsey","New York","10952","8453526800",,,"43","Rockland","6","Metropolitan Area Regional Office - New Rochelle",,,"4353204R","Community Medical and Dental Care, Inc.","40 Robert Pitt Drive",,"Monsey","New York","10952",,,,,"New York",,"Not for Profit Corporation","41.111069","-74.064903","(41.111069, -74.064903)"
"15130","Sunrise of Crestwood","AH","Adult Home","12/01/2012","65 Crisfield Street",,"Yonkers","New York","10710","9143953500","9143953510",,"59","Westchester","5","Metropolitan Area Regional Office - New York City",,,"800-F-994","GWC-Crestwood, Inc.","700 West Park Drive, Suite T-900",,"McLean, VA","New York","22102",,,,,"New York",,"Business Corporation","40.976302","-73.82867","(40.976302, -73.82867)"
"1207","Narco Freedom Inc","DTC","Diagnostic and Treatment Center","09/27/1979","479 Willis Avenue",,"Bronx","New York","10455","7182924640",,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"7000227R","Narco Freedom Inc","2780 Third Avenue",,"Bronx","New York","10455",,,,,"New York",,"Not for Profit Corporation","40.814503","-73.919029","(40.814503, -73.919029)"
"12742","Goodcare Home Health Services","LHCSA","Licensed Home Care Services Agency","08/11/2003","1330 Niagara Falls Boulevard",,"Tonawanda","New York","14150-8900","7168333445","7164070625","www.goodcarehomehealth.com","14","Erie","1","Western Regional Office - Buffalo",,,"1068L001","Goodcare Home Health Services, Inc.","1330 Niagara Falls Boulevard",,"Tonawanda","New York","14150-8900",,,,,"New York",,"Business Corporation","42.990085","-78.823181","(42.990085, -78.823181)"
"14852","The 80th Street Residence","AH","Adult Home","04/17/2000","430 East 80th Street",,"New York","New York","10075","2127178888","2125853544",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"420-F-379","Upper East Side Senior Residence, LLC","430 East 80th Street",,"New York","New York","10021-1004",,,,,"New York",,"LLC","40.772161","-73.95069","(40.772161, -73.95069)"
"15389","RiverSpring Residences","EHP","Enriched Housing Program","03/01/2023","5901 Palisade Avenue",,"New York","New York","10471","7185811100","9294471286","www.riverspringliving.org","7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"020-S-007","The Hebrew Home for the Aged at Riverdale","5901 Palisades Avenue",,"Riverdale","New York","10471",,,,,"New York",,"Not for Profit Corporation","40.91023","-73.90875","(40.91023, -73.90875)"
"9147","MVHS Medical Arts","HOSP-EC","Hospital Extension Clinic","04/12/2010","4401 Middle Settlement Road",,"New Hartford","New York","13413","3157344978","3152357498",,"32","Oneida","3","Central New York Regional Office","Wynn Hospital","15478","3202003H","MVHS, Inc.","111 Hospital Drive",,"Utica","New York","13502","Mohawk Valley Health System","1656 Champlin Ave",,"Utica","New York","13502","Not for Profit Corporation","43.080158","-75.333626","(43.080158, -75.333626)"
"13015","Summit Home Health Care, Inc.","LHCSA","Licensed Home Care Services Agency","10/01/2015","11 Sunrise Plaza",,"Valley Stream","New York","11580",,,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"1648L002","Summit Home Health Care, Inc.","1797 Coney Island Avenue",,"Brooklyn","New York","11230",,,,,"New York",,"Business Corporation","40.660598","-73.702605","(40.660598, -73.702605)"
"15825","Freedomcare, LLC","LHCSA","Licensed Home Care Services Agency","11/26/2024","401 New Karner Road","Suite 301","Albany","New York","12205","7186828837","7188892187",,"1","Albany","4","Capital District Regional Office",,,"1957L004","Evergreenchoice, LLC","127 West 30th Street","9th Floor","New York","New York","10001",,,,,"New York",,"LLC","42.7337","-73.84756","(42.7337, -73.84756)"
"5515","Peconic Bay Homehealth Services","CHHA","Certified Home Health Agency","10/12/1994","244 Old Country Road, Suite 2",,"Riverhead","New York","11901","6315486432","6315486435",,"51","Suffolk","5","Metropolitan Area Regional Office - New York City",,,"5155601","Central Suffolk Hospital","1 Heroes Way",,"Riverhead","New York","11901","Northwell Healthcare, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation","40.93713","-72.65376","(40.93713, -72.65376)"
"696","Sapphire Nursing at Meadow Hill","NH","Residential Health Care Facility - SNF","02/01/1989","172 Meadow Hill Road",,"Newburgh","New York","12550","8455641700","8455641727",,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle",,,"3502305N","Newburgh Operations, LLC","172 Meadow Hill Road",,"Newburgh","New York","12550",,,,,"New York",,"LLC","41.525883","-74.08931","(41.525883, -74.08931)"
"14822","Sunrise of Plainview","AH","Adult Home","12/31/2010","1231 Old Country Road",,"Plainview","New York","11803","5169325151","5169321759",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"400-F-323","GWC - Plainview, Inc.","1231  Old County Road",,"Plainview","New York","11803",,,,,"New York",,"Business Corporation","40.77607","-73.460162","(40.77607, -73.460162)"
"9319","Johnstown Surgery Center","HOSP-EC","Hospital Extension Clinic","03/12/2012","434 South Kingsboro Avenue",,"Johnstown","New York","12095","5187250055",,,"17","Fulton","4","Capital District Regional Office","Nathan Littauer Hospital","330","1701000H","Nathan Littauer Hospital Inc","99 East State Street",,"Gloversville","New York","12078",,,,,"New York",,"Not for Profit Corporation","43.032804","-74.343398","(43.032804, -74.343398)"
"4682","NewYork-Presbyterian Westchester Rehabilitation & Sports Medicine - Scarsdale","HOSP-EC","Hospital Extension Clinic","02/18/1993","700 White Plains Rd",,"Scarsdale","New York","10583","9147871600",,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","7002054H","The New York and Presbyterian Hospital","622 West 168th Street",,"New York","New York","10032",,,,,"New York",,"Not for Profit Corporation","40.971008","-73.805756","(40.971008, -73.805756)"
"13949","Vesretta Homecare LLC","LHCSA","Licensed Home Care Services Agency","09/30/2020","61-43 186th Street",,"Fresh Meadows","New York","11365","7184655151","7184655152",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"2645L001","Vesretta Homecare LLC","61-43 186th Street",,"Fresh Meadows","New York","11365",,,,,"New York",,"LLC","40.7907","-73.704452","(40.7907, -73.704452)"
"277","Brooklyn-Queens Nursing Home","NH","Residential Health Care Facility - SNF","10/01/1998","2749 Linden Blvd",,"Brooklyn","New York","11208","7182775100",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001382N","Brooklyn-Queens Nursing Home Inc","2749 Linden Boulevard",,"Brooklyn","New York","11208",,,,,"New York",,"Business Corporation","40.669674","-73.862778","(40.669674, -73.862778)"
"9509","Rockaway Dialysis","DTC","Diagnostic and Treatment Center","01/11/2013","529 Beach 20th Street",,"Far Rockaway","New York","11691","7183274503","7183270043",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"7003279R","Rockaway HD LLC","529 Beach 20 Street",,"Far Rockaway","New York","11691",,,,,"New York",,"LLC","40.600529","-73.754135","(40.600529, -73.754135)"
"6433","NYU Langone Perlmutter Cancer Center - Long Island Radiation Therapy Center","HOSP-EC","Hospital Extension Clinic","05/10/2002","264 Old Country Road",,"Mineola","New York","11501","5167425576",,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","NYU Langone Hospitals","1463","7002053H","NYU Langone Hospitals","550 First Avenue",,"New York","New York","10016",,,,,"New York",,"Not for Profit Corporation","40.738518","-73.641991","(40.738518, -73.641991)"
"4009","Millard Fillmore Surgery Center, LLC","DTC","Diagnostic and Treatment Center","11/28/2007","215 Klein Road",,"Williamsville","New York","14221","7168598478",,,"14","Erie","1","Western Regional Office - Buffalo",,,"1451202R","Millard Fillmore Surgery Center, LLC","215 Klein Road",,"Williamsville","New York","14221",,,,,"New York",,"LLC","43.000877","-78.729836","(43.000877, -78.729836)"
"3947","Willcare","CHHA","Certified Home Health Agency","01/13/2000","700 Corporate Boulevard",,"Newburgh","New York","12550","8455613655","8455610252",,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle",,,"3502601","Litson Certified Care, Inc","700 Corporate Boulevard",,"Newburgh","New York","12550",,,,,"New York",,"Business Corporation","41.510201","-74.086716","(41.510201, -74.086716)"
"7645","HealthAlliance Hosp Mary's Ave Campus-Psych Extension Clinic","HOSP-EC","Hospital Extension Clinic","05/11/1998","25 Field Court",,"Kingston","New York","12401",,,,"55","Ulster","6","Metropolitan Area Regional Office - New Rochelle","HealthAlliance Hospital Mary's Avenue Campus","989","5501000H","HealthAlliance Hospital Mary's Avenue Campus","105 Mary's Avenue",,"Kingston","New York","12401","Health Alliance, Inc","741 Grant Street",,"Lake Katrine","New York","12449","Not for Profit Corporation","41.929821","-74.00441","(41.929821, -74.00441)"
"7670","Cortland Convenient Care","HOSP-EC","Hospital Extension Clinic","09/27/1999","1129 Commons Ave",,"Cortland","New York","13045","6077567200",,,"54","Tompkins","3","Central New York Regional Office","Cayuga Medical Center at Ithaca","977","5401001H","Cayuga Medical Center at Ithaca, Inc","1285 Trumansburg Road",,"Ithaca","New York","14850","Cayuga Health System, Inc.","101 Dates Drive",,"Ithaca","New York","14850","Not for Profit Corporation","42.605091","-76.200157","(42.605091, -76.200157)"
"13594","Stellar Home Care Solutions, Inc.","LHCSA","Licensed Home Care Services Agency","02/26/2020","841 Barretto Street","Suite B-311","Bronx","New York","10474","7189178883","3476577014",,"7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"2620L001","Stellar Home Care Solutions, Inc.","841 Barretto Street","Suite B-311","Bronx","New York","10474",,,,,"New York",,"Business Corporation","40.81725","-73.89023","(40.81725, -73.89023)"
"9725","North Shore LIJ Imaging at Garden City","HOSP-EC","Hospital Extension Clinic","09/11/2014","711 Stewart Avenue",,"Garden City","New York","11530","5163213400",,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","North Shore University Hospital","541","2951001H","North Shore University Hospital Inc","300 Community Drive",,"Manhasset","New York","11030","Northwell Quality and Medical Affairs, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation","40.73338","-73.60868","(40.73338, -73.60868)"
